"","prodfra_n","prodfra_n_1","c_evol_prodfra","libel"
"136","1081130000","1081130000","0","Prodfra perenne"
"137","1081145000","1081145000","0","Prodfra perenne"
"138","1081200000","1081200000","0","Prodfra perenne"
"139","1082140000","1082140000","0","Prodfra perenne"
"140","1082232000","1082232000","0","Prodfra perenne"
"141","1082235500","1082235500","0","Prodfra perenne"
"142","1082236300","1082236300","0","Prodfra perenne"
"143","1082236500","1082236500","0","Prodfra perenne"
"144","1082237500","1082237500","0","Prodfra perenne"
"145","1083113000","1083113000","0","Prodfra perenne"
"146","1083124000","1083124000","0","Prodfra perenne"
"147","1083127000","1083127000","0","Prodfra perenne"
"148","1083130000","1083130000","0","Prodfra perenne"
"149","1083140000","1083140000","0","Prodfra perenne"
"150","1083150000","1083150000","0","Prodfra perenne"
"151","1084113000","1084113000","0","Prodfra perenne"
"152","1084119000","1084119000","0","Prodfra perenne"
"153","1084125500","1084125500","0","Prodfra perenne"
"154","1084127000","1084127000","0","Prodfra perenne"
"155","1084300010","1084300010","0","Prodfra perenne"
"156","1084300020","1084300020","0","Prodfra perenne"
"157","1084300030","1084300030","0","Prodfra perenne"
"158","1085191000","1085191000","0","Prodfra perenne"
"159","1086106010","1086106010","0","Prodfra perenne"
"160","1086107000","1086107000","0","Prodfra perenne"
"161","1089125000","1089125000","0","Prodfra perenne"
"162","1089133900","1089133900","0","Prodfra perenne"
"163","1089135000","1089135000","0","Prodfra perenne"
"164","10891500H0","10891500H0","0","Prodfra perenne"
"165","1089160000","1089160000","0","Prodfra perenne"
"166","1089170010","1089170010","0","Prodfra perenne"
"167","1089170020","1089170020","0","Prodfra perenne"
"168","1089170040","1089170040","0","Prodfra perenne"
"169","1089191000","1089191000","0","Prodfra perenne"
"170","1089192500","1089192500","0","Prodfra perenne"
"171","1089193000","1089193000","0","Prodfra perenne"
"172","1089193500","1089193500","0","Prodfra perenne"
"173","1089195000","1089195000","0","Prodfra perenne"
"174","1091101000","1091101000","0","Prodfra perenne"
"175","1091103300","1091103300","0","Prodfra perenne"
"176","1091103700","1091103700","0","Prodfra perenne"
"177","1091103900","1091103900","0","Prodfra perenne"
"178","1091200000","1091200000","0","Prodfra perenne"
"179","1092103000","1092103000","0","Prodfra perenne"
"180","1101102000","1101102000","0","Prodfra perenne"
"181","1101106300","1101106300","0","Prodfra perenne"
"182","1101107000","1101107000","0","Prodfra perenne"
"183","1101108000","1101108000","0","Prodfra perenne"
"184","110212500B","110212500B","0","Prodfra perenne"
"185","1105200000","1105200000","0","Prodfra perenne"
"186","110719300B","110719300B","0","Prodfra perenne"
"187","1310100000","1310100000","0","Prodfra perenne"
"188","1310220000","1310220000","0","Prodfra perenne"
"189","1310240000","1310240000","0","Prodfra perenne"
"190","1310250000","1310250000","0","Prodfra perenne"
"191","1310260000","1310260000","0","Prodfra perenne"
"192","1310290000","1310290000","0","Prodfra perenne"
"193","1310310000","1310310000","0","Prodfra perenne"
"194","1310320000","1310320000","0","Prodfra perenne"
"195","1310401000","1310401000","0","Prodfra perenne"
"196","1310405000","1310405000","0","Prodfra perenne"
"197","1310501000","1310501000","0","Prodfra perenne"
"198","1310503000","1310503000","0","Prodfra perenne"
"199","1310505000","1310505000","0","Prodfra perenne"
"200","1310613200","1310613200","0","Prodfra perenne"
"201","1310613300","1310613300","0","Prodfra perenne"
"202","1310615200","1310615200","0","Prodfra perenne"
"203","1310616000","1310616000","0","Prodfra perenne"
"204","1310620000","1310620000","0","Prodfra perenne"
"205","1310711000","1310711000","0","Prodfra perenne"
"206","1310712000","1310712000","0","Prodfra perenne"
"207","1310811000","1310811000","0","Prodfra perenne"
"208","1310813000","1310813000","0","Prodfra perenne"
"209","1310815000","1310815000","0","Prodfra perenne"
"210","1310821000","1310821000","0","Prodfra perenne"
"211","1310832000","1310832000","0","Prodfra perenne"
"212","1310833600","1310833600","0","Prodfra perenne"
"213","1310834000","1310834000","0","Prodfra perenne"
"214","1310841000","1310841000","0","Prodfra perenne"
"215","1310843000","1310843000","0","Prodfra perenne"
"216","1310851000","1310851000","0","Prodfra perenne"
"217","1310855000","1310855000","0","Prodfra perenne"
"218","1320110000","1320110000","0","Prodfra perenne"
"219","1320123000","1320123000","0","Prodfra perenne"
"220","1320126000","1320126000","0","Prodfra perenne"
"221","1320133000","1320133000","0","Prodfra perenne"
"222","1320136000","1320136000","0","Prodfra perenne"
"223","1320140000","1320140000","0","Prodfra perenne"
"224","1320190000","1320190000","0","Prodfra perenne"
"225","1320201400","1320201400","0","Prodfra perenne"
"226","1320201700","1320201700","0","Prodfra perenne"
"227","1320201900","1320201900","0","Prodfra perenne"
"228","1320203100","1320203100","0","Prodfra perenne"
"229","1320204200","1320204200","0","Prodfra perenne"
"230","1320204400","1320204400","0","Prodfra perenne"
"231","1320204900","1320204900","0","Prodfra perenne"
"232","1320206000","1320206000","0","Prodfra perenne"
"233","1320207200","1320207200","0","Prodfra perenne"
"234","1320207400","1320207400","0","Prodfra perenne"
"235","1320207900","1320207900","0","Prodfra perenne"
"236","1320313000","1320313000","0","Prodfra perenne"
"237","1320315000","1320315000","0","Prodfra perenne"
"238","1320317000","1320317000","0","Prodfra perenne"
"239","1320321000","1320321000","0","Prodfra perenne"
"240","1320322000","1320322000","0","Prodfra perenne"
"241","1320323000","1320323000","0","Prodfra perenne"
"242","1320324000","1320324000","0","Prodfra perenne"
"243","1320325000","1320325000","0","Prodfra perenne"
"244","1320329000","1320329000","0","Prodfra perenne"
"245","1320333000","1320333000","0","Prodfra perenne"
"246","1320335000","1320335000","0","Prodfra perenne"
"247","1320410000","1320410000","0","Prodfra perenne"
"248","1320420000","1320420000","0","Prodfra perenne"
"249","1320440000","1320440000","0","Prodfra perenne"
"250","1320460000","1320460000","0","Prodfra perenne"
"251","1330111000","1330111000","0","Prodfra perenne"
"252","1330112100","1330112100","0","Prodfra perenne"
"253","1330112200","1330112200","0","Prodfra perenne"
"254","1330112300","1330112300","0","Prodfra perenne"
"255","1330112400","1330112400","0","Prodfra perenne"
"256","1330112500","1330112500","0","Prodfra perenne"
"257","1330112600","1330112600","0","Prodfra perenne"
"258","1330112700","1330112700","0","Prodfra perenne"
"259","1330112800","1330112800","0","Prodfra perenne"
"260","1330121000","1330121000","0","Prodfra perenne"
"261","1330123000","1330123000","0","Prodfra perenne"
"262","1330125000","1330125000","0","Prodfra perenne"
"263","1330129000","1330129000","0","Prodfra perenne"
"264","1330131000","1330131000","0","Prodfra perenne"
"265","1330132000","1330132000","0","Prodfra perenne"
"266","1330133000","1330133000","0","Prodfra perenne"
"267","1330134000","1330134000","0","Prodfra perenne"
"268","1330135000","1330135000","0","Prodfra perenne"
"269","1330136000","1330136000","0","Prodfra perenne"
"270","1330137000","1330137000","0","Prodfra perenne"
"271","1330139000","1330139000","0","Prodfra perenne"
"272","1330191000","1330191000","0","Prodfra perenne"
"273","1330192000","1330192000","0","Prodfra perenne"
"274","1330193000","1330193000","0","Prodfra perenne"
"275","1330194000","1330194000","0","Prodfra perenne"
"276","1330195000","1330195000","0","Prodfra perenne"
"277","1330196000","1330196000","0","Prodfra perenne"
"278","1330197000","1330197000","0","Prodfra perenne"
"279","1330199000","1330199000","0","Prodfra perenne"
"280","1330199500","1330199500","0","Prodfra perenne"
"281","1391110000","1391110000","0","Prodfra perenne"
"282","1391191000","1391191000","0","Prodfra perenne"
"283","1391192000","1391192000","0","Prodfra perenne"
"284","1392113000","1392113000","0","Prodfra perenne"
"285","1392115000","1392115000","0","Prodfra perenne"
"286","1392119000","1392119000","0","Prodfra perenne"
"287","1392123000","1392123000","0","Prodfra perenne"
"288","1392125300","1392125300","0","Prodfra perenne"
"289","1392125500","1392125500","0","Prodfra perenne"
"290","1392125900","1392125900","0","Prodfra perenne"
"291","1392127000","1392127000","0","Prodfra perenne"
"292","1392133000","1392133000","0","Prodfra perenne"
"293","1392135300","1392135300","0","Prodfra perenne"
"294","1392135500","1392135500","0","Prodfra perenne"
"295","1392135900","1392135900","0","Prodfra perenne"
"296","1392137000","1392137000","0","Prodfra perenne"
"297","1392143000","1392143000","0","Prodfra perenne"
"298","1392145000","1392145000","0","Prodfra perenne"
"299","1392147000","1392147000","0","Prodfra perenne"
"300","1392153000","1392153000","0","Prodfra perenne"
"301","1392155000","1392155000","0","Prodfra perenne"
"302","1392157000","1392157000","0","Prodfra perenne"
"303","1392162000","1392162000","0","Prodfra perenne"
"304","1392164000","1392164000","0","Prodfra perenne"
"305","1392166000","1392166000","0","Prodfra perenne"
"306","1392168000","1392168000","0","Prodfra perenne"
"307","1392213000","1392213000","0","Prodfra perenne"
"308","1392215000","1392215000","0","Prodfra perenne"
"309","1392217000","1392217000","0","Prodfra perenne"
"310","1392219000","1392219000","0","Prodfra perenne"
"311","1392221000","1392221000","0","Prodfra perenne"
"312","1392223000","1392223000","0","Prodfra perenne"
"313","1392225000","1392225000","0","Prodfra perenne"
"314","1392227000","1392227000","0","Prodfra perenne"
"315","1392230000","1392230000","0","Prodfra perenne"
"316","1392243000","1392243000","0","Prodfra perenne"
"317","1392249300","1392249300","0","Prodfra perenne"
"318","1392249900","1392249900","0","Prodfra perenne"
"319","1392295300","1392295300","0","Prodfra perenne"
"320","1392295700","1392295700","0","Prodfra perenne"
"321","1392299810","1392299960","3","Prodfra non per"
"322","1392299820","1392299970","3","Prodfra non per"
"323","1393110000","1393110000","0","Prodfra perenne"
"324","1393120000","1393120000","0","Prodfra perenne"
"325","1393130000","1393130000","0","Prodfra perenne"
"326","1393193000","1393193000","0","Prodfra perenne"
"327","1393199000","1393199000","0","Prodfra perenne"
"328","1394113000","1394113000","0","Prodfra perenne"
"329","1394115300","1394115300","0","Prodfra perenne"
"330","1394116000","1394116000","0","Prodfra perenne"
"331","1394117000","1394117000","0","Prodfra perenne"
"332","1394119000","1394119000","0","Prodfra perenne"
"333","1394123300","1394123300","0","Prodfra perenne"
"334","1394123500","1394123500","0","Prodfra perenne"
"335","1394125300","1394125300","0","Prodfra perenne"
"336","1394125500","1394125500","0","Prodfra perenne"
"337","1394125900","1394125900","0","Prodfra perenne"
"338","1394128000","1394128000","0","Prodfra perenne"
"339","1395101000","1395101000","0","Prodfra perenne"
"340","1395102000","1395102000","0","Prodfra perenne"
"341","1395103000","1395103000","0","Prodfra perenne"
"342","1395105000","1395105000","0","Prodfra perenne"
"343","1395107000","1395107000","0","Prodfra perenne"
"344","1396110000","1396110000","0","Prodfra perenne"
"345","1396120000","1396120000","0","Prodfra perenne"
"346","1396130000","1396130000","0","Prodfra perenne"
"347","1396140000","1396140000","0","Prodfra perenne"
"348","1396150000","1396150000","0","Prodfra perenne"
"349","1396162000","1396162000","0","Prodfra perenne"
"350","1396165000","1396165000","0","Prodfra perenne"
"351","1396168000","1396168000","0","Prodfra perenne"
"352","1396173000","1396173000","0","Prodfra perenne"
"353","1396175000","1396175000","0","Prodfra perenne"
"354","1396177000","1396177000","0","Prodfra perenne"
"355","1399113000","1399113000","0","Prodfra perenne"
"356","1399115000","1399115000","0","Prodfra perenne"
"357","1399117000","1399117000","0","Prodfra perenne"
"358","1399123000","1399123000","0","Prodfra perenne"
"359","1399125000","1399125000","0","Prodfra perenne"
"360","1399127000","1399127000","0","Prodfra perenne"
"361","1399130000","1399130000","0","Prodfra perenne"
"362","1399140000","1399140000","0","Prodfra perenne"
"363","1399150000","1399150000","0","Prodfra perenne"
"364","1399160000","1399160000","0","Prodfra perenne"
"365","1399190000","1399190000","0","Prodfra perenne"
"366","1411100000","1411100000","0","Prodfra perenne"
"367","1412112000","1412112000","0","Prodfra perenne"
"368","1412113000","1412113000","0","Prodfra perenne"
"369","1412124000","1412124000","0","Prodfra perenne"
"370","1412125000","1412125000","0","Prodfra perenne"
"371","1412212000","1412212000","0","Prodfra perenne"
"372","1412213000","1412213000","0","Prodfra perenne"
"373","1412224000","1412224000","0","Prodfra perenne"
"374","1412225000","1412225000","0","Prodfra perenne"
"375","1412301300","1412301300","0","Prodfra perenne"
"376","1412302300","1412302300","0","Prodfra perenne"
"377","1413111000","1413111000","0","Prodfra perenne"
"378","1413112000","1413112000","0","Prodfra perenne"
"379","1413123000","1413123000","0","Prodfra perenne"
"380","1413126000","1413126000","0","Prodfra perenne"
"381","1413127000","1413127000","0","Prodfra perenne"
"382","1413131000","1413131000","0","Prodfra perenne"
"383","1413132000","1413132000","0","Prodfra perenne"
"384","1413143000","1413143000","0","Prodfra perenne"
"385","1413146000","1413146000","0","Prodfra perenne"
"386","1413147000","1413147000","0","Prodfra perenne"
"387","1413148000","1413148000","0","Prodfra perenne"
"388","1413149000","1413149000","0","Prodfra perenne"
"389","1413211500","1413211500","0","Prodfra perenne"
"390","1413213000","1413213000","0","Prodfra perenne"
"391","1413220000","1413220000","0","Prodfra perenne"
"392","1413230000","1413230000","0","Prodfra perenne"
"393","1413244200","1413244200","0","Prodfra perenne"
"394","1413244400","1413244400","0","Prodfra perenne"
"395","1413244500","1413244500","0","Prodfra perenne"
"396","1413244800","1413244800","0","Prodfra perenne"
"397","1413244900","1413244900","0","Prodfra perenne"
"398","1413245500","1413245500","0","Prodfra perenne"
"399","1413246000","1413246000","0","Prodfra perenne"
"400","1413311500","1413311500","0","Prodfra perenne"
"401","1413313000","1413313000","0","Prodfra perenne"
"402","1413320000","1413320000","0","Prodfra perenne"
"403","1413333000","1413333000","0","Prodfra perenne"
"404","1413347000","1413347000","0","Prodfra perenne"
"405","1413348000","1413348000","0","Prodfra perenne"
"406","1413354200","1413354200","0","Prodfra perenne"
"407","1413354800","1413354800","0","Prodfra perenne"
"408","1413354900","1413354900","0","Prodfra perenne"
"409","1413355100","1413355100","0","Prodfra perenne"
"410","1413356100","1413356100","0","Prodfra perenne"
"411","1413356300","1413356300","0","Prodfra perenne"
"412","1413356500","1413356500","0","Prodfra perenne"
"413","1413356900","1413356900","0","Prodfra perenne"
"414","14134000H0","14134000H0","0","Prodfra perenne"
"415","1414110000","1414110000","0","Prodfra perenne"
"416","1414122000","1414122000","0","Prodfra perenne"
"417","1414123000","1414123000","0","Prodfra perenne"
"418","1414124000","1414124000","0","Prodfra perenne"
"419","1414131000","1414131000","0","Prodfra perenne"
"420","1414142000","1414142000","0","Prodfra perenne"
"421","1414143000","1414143000","0","Prodfra perenne"
"422","1414144000","1414144000","0","Prodfra perenne"
"423","1414145000","1414145000","0","Prodfra perenne"
"424","1414210000","1414210000","0","Prodfra perenne"
"425","1414222000","1414222000","0","Prodfra perenne"
"426","1414223000","1414223000","0","Prodfra perenne"
"427","1414224000","1414224000","0","Prodfra perenne"
"428","1414230000","1414230000","0","Prodfra perenne"
"429","1414243000","1414243000","0","Prodfra perenne"
"430","1414245000","1414245000","0","Prodfra perenne"
"431","1414246000","1414246000","0","Prodfra perenne"
"432","1414248000","1414248000","0","Prodfra perenne"
"433","1414248900","1414248900","0","Prodfra perenne"
"434","1414253000","1414253000","0","Prodfra perenne"
"435","1414255000","1414255000","0","Prodfra perenne"
"436","1414257000","1414257000","0","Prodfra perenne"
"437","1414300000","1414300000","0","Prodfra perenne"
"438","1419110000","1419110000","0","Prodfra perenne"
"439","1419121000","1419121000","0","Prodfra perenne"
"440","1419123000","1419123000","0","Prodfra perenne"
"441","1419124000","1419124000","0","Prodfra perenne"
"442","1419125000","1419125000","0","Prodfra perenne"
"443","1419129000","1419129000","0","Prodfra perenne"
"444","1419130000","1419130000","0","Prodfra perenne"
"445","1419193000","1419193000","0","Prodfra perenne"
"446","1419196010","1419196010","0","Prodfra perenne"
"447","1419196020","1419196020","0","Prodfra perenne"
"448","1419215000","1419215000","0","Prodfra perenne"
"449","1419221000","1419221000","0","Prodfra perenne"
"450","1419222000","1419222000","0","Prodfra perenne"
"451","1419223000","1419223000","0","Prodfra perenne"
"452","1419224000","1419224000","0","Prodfra perenne"
"453","1419225000","1419225000","0","Prodfra perenne"
"454","1419231000","1419231000","0","Prodfra perenne"
"455","1419233300","1419233300","0","Prodfra perenne"
"456","1419233800","1419233800","0","Prodfra perenne"
"457","1419235300","1419235300","0","Prodfra perenne"
"458","1419235800","1419235800","0","Prodfra perenne"
"459","1419237000","1419237000","0","Prodfra perenne"
"460","1419239610","1419239610","0","Prodfra perenne"
"461","1419239620","1419239620","0","Prodfra perenne"
"462","1419317500","1419317500","0","Prodfra perenne"
"463","1419318000","1419318000","0","Prodfra perenne"
"464","1419319000","1419319000","0","Prodfra perenne"
"465","1419320010","1419320010","0","Prodfra perenne"
"466","1419320020","1419320020","0","Prodfra perenne"
"467","1419320030","1419320030","0","Prodfra perenne"
"468","1419320040","1419320040","0","Prodfra perenne"
"469","1419423000","1419423000","0","Prodfra perenne"
"470","1419425000","1419425000","0","Prodfra perenne"
"471","1419427000","1419427000","0","Prodfra perenne"
"472","1419430000","1419430000","0","Prodfra perenne"
"473","1420103000","1420103000","0","Prodfra perenne"
"474","1420109000","1420109000","0","Prodfra perenne"
"475","1431103300","1431103300","0","Prodfra perenne"
"476","1431103500","1431103500","0","Prodfra perenne"
"477","1431103700","1431103700","0","Prodfra perenne"
"478","1431105000","1431105000","0","Prodfra perenne"
"479","1431109010","1431109010","0","Prodfra perenne"
"480","1431109020","1431109020","0","Prodfra perenne"
"481","1439103100","1439103100","0","Prodfra perenne"
"482","1439103200","1439103200","0","Prodfra perenne"
"483","1439103300","1439103300","0","Prodfra perenne"
"484","1439105300","1439105300","0","Prodfra perenne"
"485","1439105500","1439105500","0","Prodfra perenne"
"486","1439106100","1439106100","0","Prodfra perenne"
"487","1439106200","1439106200","0","Prodfra perenne"
"488","1439107100","1439107100","0","Prodfra perenne"
"489","1439107200","1439107200","0","Prodfra perenne"
"490","1439109000","1439109000","0","Prodfra perenne"
"491","1511103000","1511103000","0","Prodfra perenne"
"492","1511105000","1511105000","0","Prodfra perenne"
"493","1511220000","1511220000","0","Prodfra perenne"
"494","1511310010","1511310010","0","Prodfra perenne"
"495","1511310020","1511310020","0","Prodfra perenne"
"496","1511310030","1511310030","0","Prodfra perenne"
"497","1511320000","1511320000","0","Prodfra perenne"
"498","1511330000","1511330000","0","Prodfra perenne"
"499","1511413000","1511413000","0","Prodfra perenne"
"500","1511415000","1511415000","0","Prodfra perenne"
"501","1511423000","1511423000","0","Prodfra perenne"
"502","1511425000","1511425000","0","Prodfra perenne"
"503","1511510000","1511510000","0","Prodfra perenne"
"504","1512111000","1512111000","0","Prodfra perenne"
"505","1512121010","1512121010","0","Prodfra perenne"
"506","1512121020","1512121020","0","Prodfra perenne"
"507","1512122000","1512122000","0","Prodfra perenne"
"508","1512123000","1512123000","0","Prodfra perenne"
"509","1512125010","1512125010","0","Prodfra perenne"
"510","1512125020","1512125020","0","Prodfra perenne"
"511","1512127000","1512127000","0","Prodfra perenne"
"512","1512130000","1512130000","0","Prodfra perenne"
"513","1512193000","1512193000","0","Prodfra perenne"
"514","1512196000","1512196000","0","Prodfra perenne"
"515","1520110000","1520110000","0","Prodfra perenne"
"516","1520121000","1520121000","0","Prodfra perenne"
"517","1520123100","1520123100","0","Prodfra perenne"
"518","1520123700","1520123700","0","Prodfra perenne"
"519","1520133000","1520133000","0","Prodfra perenne"
"520","1520135100","1520135100","0","Prodfra perenne"
"521","1520135200","1520135200","0","Prodfra perenne"
"522","1520135300","1520135300","0","Prodfra perenne"
"523","1520136100","1520136100","0","Prodfra perenne"
"524","1520136200","1520136200","0","Prodfra perenne"
"525","1520136300","1520136300","0","Prodfra perenne"
"526","1520137000","1520137000","0","Prodfra perenne"
"527","1520138000","1520138000","0","Prodfra perenne"
"528","1520144400","1520144400","0","Prodfra perenne"
"529","1520144500","1520144500","0","Prodfra perenne"
"530","1520144600","1520144600","0","Prodfra perenne"
"531","1520210000","1520210000","0","Prodfra perenne"
"532","1520290000","1520290000","0","Prodfra perenne"
"533","1520312000","1520312000","0","Prodfra perenne"
"534","1520315000","1520315000","0","Prodfra perenne"
"535","1520320000","1520320000","0","Prodfra perenne"
"536","1520402000","1520402000","0","Prodfra perenne"
"537","1520405000","1520405000","0","Prodfra perenne"
"538","1520408000","1520408000","0","Prodfra perenne"
"539","161011340A","161011340A","0","Prodfra perenne"
"540","161011360A","161011360A","0","Prodfra perenne"
"541","161011380A","161011380A","0","Prodfra perenne"
"542","161012500A","161012500A","0","Prodfra perenne"
"543","161012710A","161012710A","0","Prodfra perenne"
"544","161012770A","161012770A","0","Prodfra perenne"
"545","161013000A","161013000A","0","Prodfra perenne"
"546","161021100A","161021100A","0","Prodfra perenne"
"547","161023000A","161023000A","0","Prodfra perenne"
"548","161024000A","161024000A","0","Prodfra perenne"
"549","161025030A","161025030A","0","Prodfra perenne"
"550","161025050A","161025050A","0","Prodfra perenne"
"551","161039000A","161039000A","0","Prodfra perenne"
"552","161091000B","161091000B","0","Prodfra perenne"
"553","1621110000","1621110000","0","Prodfra perenne"
"554","1621120030","1621120030","0","Prodfra perenne"
"555","1621120040","1621120040","0","Prodfra perenne"
"556","1621131600","1621131600","0","Prodfra perenne"
